Name,User Populariy,User Rating,Global Popularity,Global Rating,misc
No Guns Life 2nd Season,1,7.0,78290,7.08,867
Noblesse,2,5.5,281051,6.89,868
Noblesse: Awakening,1,7.0,117729,7.38,869
Noblesse: Pamyeol-ui Sijak,1,6.0,53597,7.24,870
Nokemono-tachi no Yoru,1,3.0,37427,6.59,871
Non Non Biyori,1,8.0,417107,7.94,872
Non Non Biyori Nonstop,1,9.0,118867,8.37,873
Non Non Biyori Repeat,1,8.0,195792,8.18,874
Nozoki Ana,1,6.0,53179,6.45,875
On Your Mark,1,6.0,36876,7.46,876
One Piece Film: Red,3,7.0,146477,7.84,877
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,2,3.0,297855,6.44,878
Ookami Kodomo no Ame to Yuki,3,8.0,794065,8.57,879
Ookami to Koushinryou,2,8.5,796504,8.22,880
Ookami to Koushinryou II,2,8.0,480986,8.31,881
Ore no Imouto ga Konnani Kawaii Wake ga Nai,4,5.0,674428,6.96,882
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,3,4.333,429082,6.92,883
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,2,5.5,543022,6.92,884
Ore wo Suki nano wa Omae dake ka yo,4,6.25,443596,7.31,885
Oshiete! Galko-chan,1,5.0,177197,7.03,886
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,1,5.0,430518,7.47,887
Outbreak Company,1,6.0,353725,7.19,888
Overlord IV,3,5.333,481489,8.09,889
Overlord: Ple Ple Pleiades,1,6.0,79316,6.96,890
Overlord: Ple Ple Pleiades 2,1,6.0,39061,6.83,891
Overlord: Ple Ple Pleiades 3,1,6.0,30386,6.81,892
Overlord: Ple Ple Pleiades 4,1,6.0,13484,6.68,893
Paripi Koumei,1,8.0,274436,8.16,894
Peter Pan no Bouken,1,7.0,4714,6.78,895
Plunderer,2,5.5,409044,6.63,896
Princess Connect! Re:Dive,2,5.5,276777,7.05,897
Radiant 2nd Season,1,5.0,106096,7.58,898
Ranma ½,2,8.0,248577,7.76,899
Re:Creators,1,7.0,486787,7.55,900
Rokudenashi Majutsu Koushi to Akashic Records,3,5.333,702439,7.14,901
Rokudou no Onna-tachi,1,6.0,42926,6.43,902
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,1,6.0,77702,6.94,903
Rurouni Kenshin: Meiji Kenkaku Romantan,2,8.0,485064,8.29,904
Ryuuou no Oshigoto!,2,5.5,190330,6.84,905
Sakasama no Patema,3,7.0,283666,7.96,906
Satsuriku no Tenshi,4,4.0,647585,6.96,907
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,4,8.5,413216,8.40,908
Seitokai Yakuindomo,3,6.333,483641,7.55,909
Seitokai Yakuindomo OVA,1,8.0,126937,7.76,910
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",4,5.25,498272,7.36,911
Shakugan no Shana,1,6.0,528561,7.45,912
Shakugan no Shana II (Second),1,7.0,304827,7.55,913
Shakugan no Shana III (Final),1,7.0,234064,7.51,914
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7,6.0,785275,7.23,915
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,4,7.0,595405,7.49,916
Shiyan Pin Jiating,1,4.0,46832,6.31,917
Sirius,2,4.0,242734,6.97,918
Skip to Loafer,6,8.0,212090,8.14,919
Slam Dunk,4,7.75,289683,8.54,920
Somali to Mori no Kamisama,1,7.0,281634,7.82,921
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,1,7.0,40141,7.09,922
Sora yori mo Tooi Basho,1,9.0,487520,8.52,923
Soul Eater: Late Night Show,1,6.0,27180,6.85,924
Sounan desu ka?,1,7.0,154652,6.60,925
Spriggan (ONA),3,6.333,42241,6.87,926
SSSS.Gridman,1,5.0,289250,7.12,927
Stand By Me Doraemon,2,5.5,52234,8.09,928
Steins;Gate 0,9,7.556,844224,8.53,929
Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio,3,6.0,102248,7.22,930
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,7,7.143,253131,8.25,931
Strike the Blood,2,6.0,628682,7.04,932
Strike the Blood II,1,4.0,192473,6.97,933
Strike the Blood III,1,4.0,118437,7.00,934
Sunohara-sou no Kanrinin-san,1,5.0,146592,6.77,935
Suzumiya Haruhi no Shoushitsu,2,8.5,596469,8.60,936
Suzumiya Haruhi no Yuuutsu,2,8.0,899476,7.83,937
Suzumiya Haruhi no Yuuutsu (2009),2,7.0,518704,7.22,938
Sword Art Online Alternative: Gun Gale Online,3,5.333,602644,7.01,939
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,2,6.5,238903,7.98,940
Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,1,8.0,99691,7.68,941
Tejina-senpai,4,6.0,269616,6.40,942
Tenkuu Shinpan,5,5.0,313160,6.71,943
Tensei Oujo to Tensai Reijou no Mahou Kakumei,1,7.0,165824,7.50,944
Tensura Nikki: Tensei shitara Slime Datta Ken,1,5.0,319889,7.59,945
The Cockpit,2,7.0,14104,7.19,946
The Disappearance of Conan Edogawa: The Worst Two Days in History,1,8.0,12764,7.77,947
Thermae Romae Novae,4,6.75,23314,7.18,948
To LOVE-Ru,1,7.0,626843,6.99,949
To LOVE-Ru Darkness,1,8.0,363423,7.42,950
To LOVE-Ru Darkness 2nd,1,8.0,254170,7.44,951
To LOVE-Ru Darkness 2nd OVA,1,8.0,84225,7.52,952
To LOVE-Ru Darkness 2nd Specials,1,8.0,95259,7.55,953
To LOVE-Ru Darkness OVA,1,6.0,130173,7.53,954
To LOVE-Ru OVA,1,6.0,174388,7.25,955
To LOVE-Ru: Multiplication - Mae kara Ushiro kara,1,5.0,46659,7.16,956
Toaru Hikuushi e no Tsuioku,1,8.0,73524,7.61,957
Toaru Kagaku no Accelerator,1,6.0,228647,7.21,958
Toaru Kagaku no Railgun,1,7.0,596345,7.67,959
Toaru Kagaku no Railgun S,1,8.0,380159,8.02,960
Toaru Kagaku no Railgun T,1,8.0,223503,8.17,961
Toaru Majutsu no Index,1,7.0,797801,7.35,962
Toaru Majutsu no Index II,1,7.0,451959,7.53,963
Toaru Majutsu no Index III,1,2.0,244769,6.82,964
Toaru Majutsu no Index Movie: Endymion no Kiseki,1,7.0,129983,7.42,965
"Tokyo Ghoul: ""Pinto""",2,7.0,211027,7.20,966
Tom Sawyer no Bouken,1,7.0,8869,7.29,967
Tonari no Kyuuketsuki-san,1,5.0,103657,7.09,968
Tonari no Totoro,6,6.833,1028032,8.25,969
Tondera House no Daibouken,1,7.0,1607,6.28,970
Toriko,1,8.0,126278,7.52,971
Trinity Seven,3,4.0,821095,7.06,972
Uchi no Maid ga Uzasugiru!,1,5.0,116951,6.88,973
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",2,4.0,207237,6.09,974
Uchuu Kyoudai,2,8.0,189437,8.49,975
Ulysses: Jehanne Darc to Renkin no Kishi,1,4.0,92351,5.34,976
Uma Musume: Pretty Derby,1,6.0,133441,7.31,977
Uma Musume: Pretty Derby Season 2,1,8.0,47195,8.06,978
Vampire Holmes,1,1.0,20653,3.29,979
Vanitas no Karte,2,5.0,501660,7.91,980
Vanitas no Karte Part 2,1,7.0,259375,8.20,981
Violet Evergarden CM,1,7.0,5858,7.85,982
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,4,7.0,401806,8.41,983
Wakakusa no Charlotte,1,7.0,3022,6.89,984
Watashi ga Motete Dousunda,3,5.333,441918,6.97,985
Wonder Momo,1,2.0,6971,3.47,986
Working!!,1,8.0,426775,7.65,987
Working!!!,1,8.0,243495,7.96,988
Working!!! Lord of the Takanashi,1,8.0,101010,8.14,989
Working'!!,1,8.0,260227,7.82,990
World Trigger,2,5.0,407128,7.58,991
World Trigger 2nd Season,1,8.0,142818,8.06,992
World Trigger 3rd Season,1,8.0,108422,8.27,993
Wu Shan Wu Xing (2020),4,6.75,53848,7.81,994
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,1,6.0,264967,7.59,995
Yakitate!! Japan,2,4.5,96368,7.91,996
Yakusoku no Neverland: Michishirube,1,1.0,48542,4.71,997
Yesterday wo Utatte,2,3.5,301161,6.88,998
Yo! Daitouryou Trap-kun,3,2.667,7783,3.57,999
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",3,1.667,486102,6.06,1000
Youjo Senki Movie,2,7.5,267673,8.23,1001
Youkoso! Sukebe Elf no Mori e,1,8.0,26458,7.58,1002
Yuragi-sou no Yuuna-san OVA,2,4.0,58583,7.10,1003
Zero no Tsukaima,2,6.0,802456,7.23,1004
Zero no Tsukaima F,1,7.0,411706,7.44,1005
Zero no Tsukaima: Futatsuki no Kishi,1,6.0,495037,7.41,1006
Zero no Tsukaima: Princesses no Rondo,1,6.0,438604,7.33,1007
Zetsuen no Tempest,3,6.667,587179,7.91,1008
Zombieland Saga,2,5.0,479203,7.51,1009
Accel World,2,2.5,703223,7.22,1010
Banana Fish,6,7.167,829142,8.48,1011
D.Gray-man,2,5.0,679933,8.02,1012
Detective Conan,1,8.0,339595,8.17,1013
Edens Zero,2,5.0,241718,7.30,1014
Holo no Graffiti,1,4.0,53126,8.22,1015
Love Live! Superstar!! 2nd Season,1,6.0,31028,7.72,1016
Shaman King (2021),1,4.0,252106,6.89,1017
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",2,4.0,291451,6.94,1018
SKET Dance,1,7.0,221469,8.21,1019
Urusei Yatsura (2022),1,6.0,160358,7.42,1020
Absolute Duo,2,4.5,543671,6.43,1021
Abunai Sisters: Koko & Mika,1,1.0,7317,2.54,1022
Bastard!! Ankoku no Hakaishin Part 2 (ONA),1,4.0,28054,6.75,1023
Boogiepop wa Warawanai (2019),1,4.0,223882,7.07,1024
Busou Shoujo Machiavellianism,1,4.0,373203,6.89,1025
Conception,1,1.0,121452,4.60,1026
Dokyuu Hentai HxEros,1,2.0,137451,5.75,1027
Ex-Arm,2,1.0,79948,2.90,1028
Fairy Gone,1,4.0,164105,5.79,1029
Genocyber,4,4.0,36982,5.79,1030
Isekai Meikyuu de Harem wo,1,1.0,242397,6.56,1031
Katsute Kami Datta Kemono-tachi e,1,4.0,130782,6.40,1032
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,1,4.0,255556,6.81,1033
Kuro Gal ni Natta kara Shinyuu to shitemita.,1,4.0,42156,6.19,1034
Kuro no Shoukanshi,3,5.0,205220,7.09,1035
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,3,6.0,235942,6.47,1036
Oda Nobuna no Yabou,1,4.0,291370,7.38,1037
Orient,1,1.0,107823,6.60,1038
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,1,5.0,223345,7.25,1039
Platinum End,3,3.333,374353,6.05,1040
RWBY: Hyousetsu Teikoku,1,2.0,101242,6.35,1041
Sabiiro no Armor: Reimei,1,1.0,5999,3.84,1042
Saihate no Paladin,3,5.667,278069,6.84,1043
Seiken Densetsu: Legend of Mana - The Teardrop Crystal,2,5.5,19202,5.48,1044
Shikkakumon no Saikyou Kenja,2,3.0,228590,6.23,1045
Shinobi no Ittoki,3,4.333,155480,6.08,1046
Shokei Shoujo no Virgin Road,1,6.0,149810,6.79,1047
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",3,5.667,360111,6.93,1048
SSSS.Dynazenon,1,4.0,124671,7.42,1049
Takt Op. Destiny,2,5.5,488622,7.15,1050
Tate no Yuusha no Nariagari Season 2,3,3.667,714838,6.55,1051
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,3,5.0,270282,6.33,1052
Yasuke,1,4.0,80777,5.76,1053
3-gatsu no Lion meets Bump of Chicken,1,7.0,14718,7.04,1054
3-gatsu no Lion: Ugoku! Nya Shogi,1,6.0,4002,6.07,1055
3D Onara Gorou ga Dance Dance Dance!!,1,4.0,3320,3.32,1056
Afro Samurai,3,7.0,365440,7.36,1057
"Ayanami Rei, Hajimete no Kuchibeni",2,3.0,4178,5.75,1058
Cencoroll,2,5.0,100771,7.14,1059
Cike Wu Liuqi,5,6.8,95453,7.86,1060
Cike Wu Liuqi Fanwai,2,6.0,21664,7.50,1061
Colorful (Movie),2,6.5,193729,7.75,1062
Daicon Opening Animations,3,6.0,20306,7.71,1063
Detroit Metal City,2,8.5,207968,8.10,1064
Detroit Metal City: Birth of the Metal Devil,1,6.0,23808,7.29,1065
FLCL: Grunge,2,1.5,28011,4.78,1066
Golden Kamuy OVA,1,6.0,26134,7.24,1067
Hanamonogatari,5,7.0,418860,7.93,1068
Hello World,3,6.667,243281,7.50,1069
Horny,4,2.5,993,3.79,1070
Hungry Days x Bump of Chicken: Kinen Satsuei,1,7.0,1415,7.20,1071
Hungry Days: Aoharu ka yo.,1,6.0,7456,6.28,1072
I'm Your Treasure Box: Anata wa Marine Senchou wo Takarabako kara Mitsuketa.,1,6.0,3754,7.82,1073
Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,2,5.5,69936,7.82,1074
Konnichiwa Onara Gorou,1,5.0,1303,4.17,1075
Koyomimonogatari,4,6.25,241150,7.62,1076
Look Plus One Piece Special Movie,1,4.0,4993,5.96,1077
Manga,1,2.0,1312,4.57,1078
Mini Dragon Specials,2,4.5,38721,7.46,1079
Monogatari Series: Second Season,5,8.6,654858,8.77,1080
Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,2,4.0,76812,7.07,1081
Naruto: Shippuuden - Sunny Side Battle,2,5.0,70614,7.56,1082
Nichijou: Nichijou no 0-wa,1,5.0,83672,7.39,1083
Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,1,4.0,10947,6.54,1084
Oishi-sa Hajikeru! One Piece,1,4.0,6164,6.23,1085
Omoide no Marnie,2,6.5,287604,8.05,1086
One Piece 3D: Gekisou! Trap Coaster,1,5.0,24217,6.82,1087
One Piece 4D,1,5.0,3463,6.32,1088
One Piece Film: Gold,2,7.0,207290,7.89,1089
One Piece Film: Gold - Cine Mike Popcorn Kokuchi,1,4.0,7586,6.36,1090
One Piece Film: Gold Episode 0 - 711 ver.,1,6.0,24029,7.20,1091
One Piece Film: Z,2,7.5,271951,8.13,1092
One Piece Movie 14: Stampede,2,7.5,178461,8.22,1093
One Piece: Cry Heart,1,6.0,9541,6.48,1094
One Piece: Glorious Island,1,6.0,29375,7.16,1095
One Piece: Jango no Dance Carnival,1,6.0,41378,7.13,1096
One Piece: Mezase! Kaizoku Yakyuu Ou,1,6.0,35739,6.99,1097
One Piece: Mugiwara no Ichimi kara no Kansen Yobou Message,1,4.0,2301,6.17,1098
One Piece: Romance Dawn Story,2,5.5,51508,7.34,1099
One Piece: Taose! Kaizoku Ganzack,1,6.0,39222,6.71,1100
One Piece: Yume no Soccer Ou!,2,6.0,44485,7.10,1101
Overflow,2,6.5,138099,7.24,1102
Owaranai Seraph,1,4.0,91475,7.34,1103
Owaranai Seraph: Nagoya-hen,1,5.0,54989,7.33,1104
Owarimonogatari,5,7.8,467239,8.45,1105
Road of Naruto,3,7.333,30102,8.47,1106
Scratch x One Piece Film: Gold,1,4.0,8371,6.34,1107
Shin Gengou Nyankogelion,1,7.0,2934,7.23,1108
Sono Me ga Mitsumeru Mono,1,4.0,5576,5.38,1109
Stranger: Mukou Hadan Pilot,2,5.5,12198,7.02,1110
Summer Wars,2,6.0,511525,8.02,1111
TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou,1,5.0,4838,6.14,1112
Tokyo Revengers: Seiya Kessen-hen,5,6.0,311245,7.69,1113
Tsukimonogatari,5,7.2,409406,8.09,1114
Vinland Saga Season 2: Drowning in the Shadow,1,6.0,19558,7.46,1115
Vinland Saga Season 2: Same Old Story,1,6.0,11393,6.83,1116
Wotaku ni Koi wa Muzukashii OVA,2,6.5,198915,7.95,1117
Wu Liuqi: Xuanwu Guo Pian,4,7.25,57128,8.30,1118
Wu Liuqi: Zui Qiang Fa Xing Shi,4,6.75,69270,8.15,1119
Yojouhan Shinwa Taikei,2,6.5,436834,8.56,1120
Dead Mount Death Play,2,4.5,178594,7.30,1121
Yuusha ga Shinda!,2,3.0,103565,6.65,1122
"""Bungaku Shoujo"" Movie",1,7.0,67291,7.34,1123
Cat Shit One,3,4.0,29754,6.91,1124
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,3,6.667,919513,7.21,1125
Dragon Ball Z,7,6.571,1192997,8.17,1126
High School DxD,5,5.2,1390535,7.33,1127
Kitsune no Koe,1,6.0,22069,6.42,1128
Pokemon,4,4.25,615495,7.38,1129
Pokemon Movie 01: Mewtwo no Gyakushuu,2,4.5,259290,7.65,1130
Pokemon XY,2,6.5,166202,7.39,1131
Bakuman. 2nd Season,1,6.0,347187,8.35,1132
Dragon Ball Super,6,5.0,801520,7.43,1133
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,2,6.5,346053,7.23,1134
Hibike! Euphonium,1,6.0,444715,8.00,1135
Ousama Ranking: Yuuki no Takarabako,1,7.0,123917,7.26,1136
Shuumatsu no Harem,4,4.5,247824,5.94,1137
Yarichin☆Bitch-bu,1,1.0,102220,6.13,1138
4-nin wa Sorezore Uso wo Tsuku,1,8.0,34372,7.15,1139
5-toubun no Hanayome,7,6.571,911411,7.66,1140
5-toubun no Hanayome ∬,7,5.571,682445,8.07,1141
5-toubun no Hanayome Movie,3,4.333,219004,7.87,1142
B-gata H-kei,2,6.5,384386,6.85,1143
Be-Bop Highschool,2,7.0,7778,7.48,1144
Bleach: Memories in the Rain,2,4.5,125659,7.17,1145
Bleach: The Sealed Sword Frenzy,2,3.5,115540,6.97,1146
C Danchi,1,6.0,28902,5.36,1147
Dragon Ball,6,6.333,1006248,7.96,1148
"Fuufu Ijou, Koibito Miman.",1,7.0,269607,7.60,1149
Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,1,5.0,15426,7.01,1150
Galaxy Angel,2,6.5,28576,7.04,1151
Galaxy Angel Specials,2,6.5,2476,6.83,1152
Ghost Hunt,1,7.0,226839,7.76,1153
Grisaia no Kajitsu,2,7.0,601352,7.48,1154
Grisaia no Meikyuu: Caprice no Mayu 0,1,9.0,226453,7.84,1155
Grisaia no Rakuen,1,9.0,401668,7.76,1156
Highschool of the Dead: Drifters of the Dead,4,5.0,301711,6.62,1157
Innocence,2,7.5,158596,7.78,1158
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,2,4.0,71993,8.13,1159
"Kanojo, Okarishimasu 2nd Season",3,5.667,395544,6.85,1160
Katanagatari,2,8.0,550736,8.31,1161
Koori Zokusei Danshi to Cool na Douryou Joshi,1,7.0,179501,7.33,1162
Kuroko no Basket 2nd Season NG-shuu,1,7.0,64745,7.71,1163
Kuroko no Basket 3rd Season NG-shuu,1,6.0,44458,7.67,1164
Kuroko no Basket NG-shuu,1,7.0,65850,7.66,1165
Kuroko no Basket: Baka ja Katenai no yo!,1,7.0,51424,7.54,1166
Kuroko no Basket: Mou Ikkai Yarimasen ka,1,6.0,47957,7.60,1167
Kuroko no Basket: Saikou no Present desu,1,9.0,103791,8.10,1168
Kuroko no Basket: Tip Off,1,8.0,102550,7.80,1169
Lingerie Senshi Papillon Rose,2,3.5,8281,4.60,1170
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,1,6.0,60922,7.11,1171
Mamahaha no Tsurego ga Motokano datta,3,6.0,264451,6.76,1172
Michiko to Hatchin,2,8.5,196253,7.83,1173
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,1,9.0,117059,7.57,1174
Owarimonogatari 2nd Season,4,7.75,386597,8.88,1175
Revenger,1,7.0,71144,6.68,1176
Romantic Killer,2,7.5,175995,8.04,1177
Shitcom,7,1.286,20874,2.77,1178
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,2,8.0,101037,7.92,1179
True Tears,1,7.0,214151,7.29,1180
Usagi-chan de Cue!!,1,5.0,7167,5.54,1181
Uzaki-chan wa Asobitai! Double,3,5.667,203344,7.25,1182
Vampire Hunter D,3,5.333,84154,7.01,1183
Vampire Hunter D (2000),4,8.0,186595,7.92,1184
Witch Hunter Robin,2,5.0,113531,7.25,1185
Zoku Owarimonogatari,3,7.667,218086,8.45,1186
Hataraku Maou-sama!! 2nd Season,1,6.0,99852,6.70,1187
Baki: Dai Raitaisai-hen,4,5.0,190979,7.55,1188
Boku wa Tomodachi ga Sukunai,2,5.5,795382,7.16,1189
Boku wa Tomodachi ga Sukunai Next,2,5.5,523625,7.29,1190
Bokutachi no Remake,3,5.0,327019,7.41,1191
Build Divide: Code Black,1,5.0,53860,6.39,1192
C: The Money of Soul and Possibility Control,1,4.0,306464,7.17,1193
Chuunibyou demo Koi ga Shitai! Ren,2,6.5,724082,7.55,1194
Cider no You ni Kotoba ga Wakiagaru,1,7.0,215351,7.40,1195
Deadman Wonderland,7,4.429,1211994,7.15,1196
Dragon Ball Kai,2,6.0,378215,7.73,1197
Free!,1,5.0,784307,7.33,1198
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",2,5.0,282638,7.17,1199
Granblue Fantasy The Animation,2,6.0,193344,6.63,1200
Grancrest Senki,1,6.0,301099,7.22,1201
Grappler Baki (TV),2,6.0,137452,7.46,1202
Grappler Baki: Saidai Tournament-hen,2,6.0,84902,7.49,1203
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",1,7.0,134062,6.50,1204
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",1,7.0,39389,7.16,1205
Hajime no Ippo: Rising,2,7.5,247948,8.60,1206
Hanma Baki: Son of Ogre,4,5.0,141010,7.66,1207
Hanma Baki: Son of Ogre 2nd Season,1,8.0,59896,8.04,1208
Hataage! Kemono Michi,1,4.0,193640,6.61,1209
Hige wo Soru. Soshite Joshikousei wo Hirou.,4,6.0,586114,7.28,1210
High School DxD BorN,1,6.0,782402,7.42,1211
High School DxD Hero,1,6.0,491770,7.25,1212
High School DxD New,1,6.0,893690,7.48,1213
Horimiya: Piece,2,7.0,238407,8.29,1214
Isekai Cheat Magician,1,5.0,313624,5.47,1215
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,1,5.0,209868,7.20,1216
Jaku-Chara Tomozaki-kun,2,5.5,350354,7.12,1217
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,1,8.0,313814,6.50,1218
Keijo!!!!!!!!,1,7.0,392475,6.92,1219
"Kono Healer, Mendokusai",1,5.0,55052,6.35,1220
Liar Liar,1,7.0,113124,6.34,1221
Love Live! School Idol Project,1,6.0,440517,7.41,1222
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,1,7.0,155397,6.80,1223
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya,1,6.0,60855,6.97,1224
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",1,7.0,296171,6.91,1225
Masamune-kun no Revenge R,1,6.0,162756,7.26,1226
Mashiro no Oto,1,7.0,146281,7.54,1227
Ookami Shoujo to Kuro Ouji,1,6.0,460714,7.04,1228
Orange,2,7.5,803507,7.62,1229
Ore dake Haireru Kakushi Dungeon,2,5.5,367099,6.30,1230
Osananajimi ga Zettai ni Makenai Love Comedy,2,4.0,256963,6.07,1231
Otome Game Sekai wa Mob ni Kibishii Sekai desu,2,5.5,275522,7.34,1232
Plastic Memories,2,5.0,918679,7.91,1233
Pokemon: The Origin,1,8.0,227838,7.73,1234
Princess Connect! Re:Dive Season 2,1,6.0,120988,7.80,1235
ReLIFE,2,6.5,1007018,7.97,1236
Renai Boukun,4,4.25,359640,6.62,1237
Sabikui Bisco,1,6.0,239391,7.16,1238
Senpai ga Uzai Kouhai no Hanashi,2,6.5,316495,7.60,1239
"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",2,4.5,257396,6.29,1240
Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,1,6.0,87033,5.41,1241
Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,2,5.5,191198,6.21,1242
Shinmai Maou no Testament,1,5.0,661155,6.71,1243
Shokugeki no Souma,6,5.833,1604590,8.15,1244
Shokugeki no Souma: Gou no Sara,1,6.0,512257,7.32,1245
Shokugeki no Souma: Ni no Sara,6,5.833,1109888,8.09,1246
Shokugeki no Souma: San no Sara,3,6.0,949378,8.00,1247
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,3,4.667,701752,7.96,1248
Tsuki ga Michibiku Isekai Douchuu,3,6.667,381805,7.71,1249
Tsurezure Children,1,6.0,710214,7.56,1250
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,2,5.0,276412,5.55,1251
Witch Craft Works,1,6.0,330578,7.00,1252
Xian Wang de Richang Shenghuo 2,1,7.0,133985,7.39,1253
Xian Wang de Richang Shenghuo 3,1,7.0,77302,7.32,1254
Yu☆Gi☆Oh! The Dark Side of Dimensions,1,7.0,76294,7.50,1255
"Kanojo, Okarishimasu 3rd Season",1,2.0,129465,7.05,1256
Alien 9,2,3.0,37962,6.72,1257
Chainsaw Maid,4,2.0,7985,5.13,1258
Dragon Ball Super: Broly,3,5.333,383155,8.16,1259
Gavora,1,1.0,411,5.59,1260
Hoshi no Koe,1,2.0,153681,7.11,1261
Kara no Kyoukai Movie 8: Shuushou,2,5.5,117550,7.21,1262
Kara no Kyoukai Movie: Mirai Fukuin,2,5.5,113192,8.00,1263
"Kumo no Mukou, Yakusoku no Basho",1,2.0,214042,7.45,1264
Mormorando,1,1.0,643,5.08,1265
Nakitai Watashi wa Neko wo Kaburu,1,5.0,411891,7.34,1266
Natsume Yuujinchou,2,7.5,526873,8.31,1267
NieR:Automata Ver1.1a,2,5.5,252366,7.55,1268
No Littering,1,1.0,4710,3.60,1269
Tenkuu Danzai Skelter+Heaven,2,1.0,37948,1.85,1270
Tonikaku Kawaii: Seifuku,1,5.0,85017,7.73,1271
Toradora!: Bentou no Gokui,2,5.5,176265,7.43,1272
Wu Liuqi: Anying Suming,2,7.0,14518,7.90,1273
Zoku Natsume Yuujinchou,1,8.0,242664,8.54,1274
"""0""",1,5.0,3964,4.66,1275
27th,1,6.0,391,5.77,1276
Aishen Qiaokeli-ing...,1,4.0,87401,6.82,1277
Ajin Part 1: Shoudou,1,6.0,45344,7.44,1278
Ajin Part 2: Shoutotsu,1,6.0,26896,7.22,1279
Ajin Part 3: Shougeki,1,6.0,25768,7.24,1280
Ame wo Tsugeru Hyouryuu Danchi,1,6.0,55843,7.31,1281
Berserk Recap,1,5.0,14259,6.04,1282
Da Wang Rao Ming,1,7.0,76568,7.51,1283
Dies Irae,1,5.0,136737,5.38,1284
Engage Kiss,2,4.5,216198,6.83,1285
Fuuka,1,6.0,292164,6.51,1286
Godzilla 1: Kaijuu Wakusei,1,7.0,61169,6.44,1287
Godzilla 2: Kessen Kidou Zoushoku Toshi,1,7.0,39565,6.54,1288
Godzilla 3: Hoshi wo Kuu Mono,1,7.0,32715,6.23,1289
Godzilla: S.P,2,6.0,65367,6.65,1290
Haikyuu!! Lev Genzan!,1,6.0,129812,7.71,1291
Haikyuu!! Movie 1: Owari to Hajimari,1,7.0,97125,8.01,1292
